koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_ror,koi_prad,st_teff,st_logg,st_met,st_mass,st_radius,st_dens
0.0,2.305903447,3.3828,23268.7,0.003,511.7,0.143473,39.04,9696.0,4.033,0.07,2.444,2.492,0.2223
0.0,1.814128042,3.0646,2063.6,1.246,163.9,0.30313,426.98,5023.0,2.607,0.07,2.9584,14.566,0.0016275
0.0,1.247121237,9.363,966.7,1.223,92.1,0.258652,18.39,4852.0,4.613,-0.52,0.634,0.651,3.238
0.0,4.128795314,2.771,154870.0,0.739,1041.8,0.439667,52.0,5949.0,4.311,-0.4,0.876,1.083,0.9709
0.0,3.269176601,2.7233,59095.0,2.195,515.5,1.4851,164.61,6372.0,4.453,-0.32,1.066,1.015,1.435
0.0,15.995094054,8.45037,44315.3,0.272,2019.7,0.194457,17.09,5914.0,4.569,-0.46,0.8895,0.812,2.3725
0.0,0.70914232,1.936,2560.0,1.0094,2.6,0.096073,7.27,5350.0,4.578,-0.78,0.663,0.693,2.805
0.0,9.86869589,2.876,5915.0,0.984,15.8,0.115642,21.68,7301.0,4.11,-0.38,1.384,1.717,0.3849
0.0,66.34455122,3.64,421.1,0.537,23.0,0.021076,2.39,6392.0,4.399,0.07,1.232,1.162,1.107
0.0,0.978362973,1.206,37.1,0.267,15.9,0.005708,1.04,7193.0,4.177,-0.14,1.4395,1.632,0.5011
1.0,37.6333868,4.49,1661.7,0.338,18.6,0.03659,2.25,3903.0,4.718,-0.07,0.573,0.564,5.043
0.0,15.0367776,3.042,503.5,1.115,10.8,0.142852,8.02,3854.0,4.718,0.06,0.527,0.53,5.231
1.0,12.25384348,2.373,147.7,0.441,12.3,0.011217,1.0,5406.0,4.591,-0.2,0.8075,0.786,2.744
0.0,22.16127178,3.699,5259.0,1.277,56.6,0.364388,69.44,5903.0,4.525,-0.4,0.936,0.913,1.13565
0.0,2.745121487,2.9845,14608.0,0.861,86.7,0.132887,9.55,4596.0,4.646,-0.04,0.72205,0.658,3.4175
0.0,282.9656538,21.4259,467860.0,0.426,1365.9,0.683762,71.61,5999.0,4.494,-0.06,1.045,0.959,1.67
0.0,37.32030954,6.9616,4325.0,1.282,171.3,0.360084,36.96,5910.0,4.505,-0.02,1.032,0.94,1.75
0.0,5.889372452,4.94674,56841.0,0.403,4146.7,0.224521,50.78,7249.0,3.993,-0.22,1.537,2.071,0.2437
0.0,2.581595167,4.9153,171132.0,0.124,338.2,0.379057,40.94,5720.0,4.407,-0.1,0.912,0.989,1.327
0.0,0.566801886,5.733,5.9,0.3733,16.3,0.002284,0.54,7589.0,4.023,0.12,1.809,2.169,0.2497
0.0,180.71809,10.85,31.2,0.8856,8.6,0.005888,1.28,7598.0,4.006,0.08,1.741,2.153,0.2193
0.0,6.5583706,3.286,136.0,1.213,18.1,0.222735,39.06,5780.0,4.438,0.0,1.14,1.0,0.3874
0.0,434.39148,13.02,120.3,0.9936,10.4,0.016734,1.59,5971.0,4.514,-0.44,0.89975,0.868,1.9695
0.0,71.1577054,4.85,421.1,0.537,23.0,0.021076,2.39,6194.0,3.915,-0.78,0.946,1.776,0.2379
0.0,73.26417,5.54,38.4,0.4719,3.0,0.005744,1.32,5424.0,3.832,-0.2,1.159,2.203,0.1625
1.0,11.3220104,5.86,17.1,0.1749,8.1,0.003795,0.91,5788.0,4.178,0.12,1.039,1.376,0.5622
0.0,681.9363102,7.94066,186528.0,0.828,5388.3,0.544292,61.52,6077.0,4.422,-0.08,1.1935,1.039,0.7733
0.0,0.705891195,5.281,15.0,0.511,32.9,0.003731,1.0,10346.0,4.077,0.07,2.609,2.449,0.2501
0.0,377.88909,9.259,92.8,0.1164,11.6,0.00902,3.17,9030.0,3.822,0.07,2.505,3.218,0.1059
0.0,199.21638,9.23,62.5,0.5,10.6,0.007525,2.36,8914.0,3.896,0.07,2.357,2.867,0.1409
0.0,121.70747,1.37,98.2,0.9778,6.9,0.012163,3.02,6359.0,3.858,-0.2,1.259,2.099,0.16985
0.0,273.528359,22.346,408.5,1.363,32.1,0.379729,115.4,7682.0,3.838,-0.04,1.949,2.783,0.1274
0.0,3.88258905,2.741,57.8,0.553,13.2,0.007177,0.78,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,135.57186,9.94,41.2,0.2687,5.7,0.005943,0.83,6070.0,4.117,-0.92,0.80165,1.511,0.4273
0.0,173.06929,12.84,576.7,1.1262,19.9,0.152586,30.29,7296.0,4.103,-0.1,1.526,1.818,0.3578
0.0,1.039046871,1.689,24.4,0.096,9.3,0.004495,0.48,5689.0,4.444,-0.06,0.9209,0.954,1.444
0.0,0.607538435,5.549,34.9,0.9849,30.4,0.007279,1.34,7076.0,4.131,-0.06,1.5745,1.721,0.29485
0.0,0.98762513,1.127,28.6,0.547,14.8,0.00515,1.14,9462.0,4.155,0.07,2.2424,2.023,0.3422
0.0,113.0707574,9.03,421.1,0.537,23.0,0.021076,2.39,5914.0,4.032,-0.14,1.037,1.624,0.3411
0.0,66.713573,4.487,63.9,0.4916,6.7,0.007559,0.98,6743.0,4.355,-0.32,1.27165,1.251,0.58025
0.0,135.223193,8.989,56.3,0.0177,8.9,0.006883,0.92,6181.0,4.289,-0.14,1.03985,1.227,1.00945
0.0,195.7093855,10.78,421.1,0.537,23.0,0.021076,2.39,4922.0,4.624,-0.08,0.7906,0.708,3.0505
0.0,27.6775212,2.513,293.9,1.238,12.3,0.254797,23.04,5902.0,4.563,-0.28,0.901,0.828,2.306
0.0,35.2340413,11.874,465.5,0.2713,14.7,0.019987,2.21,6292.0,4.454,-0.22,1.0741,1.02,1.4380000000000002
0.0,20.9794338,3.762,2388.2,1.284,32.2,0.340387,24.76,5182.0,4.601,-0.74,0.646,0.666,3.077
0.0,15.6937855,5.149,367.7,0.2227,14.2,0.01754,1.99,5868.0,4.397,-0.06,0.978,1.037,1.235
0.0,20.73376301,5.8043,104599.0,0.993,97.3,0.499783,54.58,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,63.571688,6.01,591.0,0.7182,5.4,0.023873,2.14,5504.0,4.572,-0.08,0.9175,0.818,2.3545
0.0,338.20075,15.23,678.2,0.2434,11.1,0.023523,2.08,5377.0,4.575,0.02,0.9025,0.811,2.384
1.0,124.922516,11.942,498.7,0.943,24.4,0.025738,3.37,5970.0,4.317,0.1,1.089,1.2,0.8887
0.0,1.303570451,2.28163,332340.0,0.548,573.2,0.601921,235.58,4884.0,3.279,-0.2,0.891,3.584,0.02725
0.0,3.72277264,15.869,1114.6,1.2672,58.1,0.303216,22.78,5333.0,4.646,-0.54,0.747,0.68,3.2865
0.0,3.886730304,16.1723,372425.0,0.0,280.6,0.563899,61.58,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,49.5740154,63.196,8772.9,0.472,200.6,0.087107,5.01,4042.0,4.714,-0.44,0.5257499999999999,0.527,5.0695
0.0,10.42360821,5.404,878.3,0.001,18.7,0.026364,1.67,4260.0,4.663,-0.44,0.565,0.58,4.072
1.0,85.517344,9.331,270.2,0.944,12.9,0.019208,3.04,6069.0,4.471,-0.06,1.037,0.998,0.998
0.0,161.2529031,24.3711,94008.0,0.227,576.6,0.289251,59.07,9302.0,4.222,0.07,2.1205,1.856,0.4620499999999999
0.0,0.761119678,1.43,1112.0,1.129,9.7,0.169655,27.81,6911.0,4.038,-1.54,0.897,1.501,0.3735
0.0,94.212787,14.48,55654.0,0.001,112.3,0.218937,35.89,6911.0,4.038,-1.54,0.897,1.501,0.3735
0.0,1.330333096,5.045,61867.0,0.692,700.5,0.24559,24.3,5984.0,4.521,-0.2,0.993,0.906,1.883
0.0,1.140133012,9.251,223.2,1.181,63.4,0.194448,126.77,6725.0,4.025,-0.34,1.6845,1.934,0.163445
0.0,7.946367138,2.58667,278086.0,0.636,1228.9,0.575498,36.01,4789.0,4.678,-0.98,0.571,0.573,4.271
0.0,16.832079803,7.79748,48374.6,0.218,5156.6,0.203914,61.35,6300.0,4.314,-0.8,1.0385,1.229,0.5375800000000001
0.0,7.346159047,6.5974,121807.0,0.945,2541.2,0.50282,44.48,5616.0,4.574,-0.2,0.8962,0.815,2.3565
0.0,26.2402438,3.024,174.0,0.36,7.9,0.012164,1.16,5649.0,4.45,-0.42,0.787,0.875,1.657
0.0,10.738427243,2.3544,1684.2,0.036,112.8,0.037816,6.96,6184.0,4.24,-0.34,1.0146,1.326,0.5304
0.0,23.832382513,7.06068,278997.0,0.664,2389.2,0.584086,63.78,5722.0,4.454,0.22,1.037,1.0,1.462
0.0,1.428766771,3.9753,92.2,0.354,3.6,0.008907,1.01,6197.0,4.449,-0.08,1.096,1.035,1.394
0.0,14.5567427,1.421,185.1,0.4308,8.9,0.012745,1.38,6153.0,4.471,-0.14,1.065,0.993,1.531
0.0,1.106560721,2.64151,253683.0,0.531,643.6,0.499618,47.63,6205.0,4.534,-0.54,0.948,0.873,2.009
0.0,0.721624431,2.54242,157754.0,0.855,514.4,0.520137,40.61,5067.0,4.565,-0.4,0.686,0.715,2.641
0.0,10.81589054,4.73495,45399.6,0.219,4313.4,0.19721,32.48,6276.0,4.29,-0.28,1.04,1.231,0.63705
0.0,4.1747072,11.13,421.1,0.537,23.0,0.021076,2.39,6840.0,4.083,-0.2,1.376,1.763,0.35375
0.0,0.622303871,1.84,80.9,0.338,9.9,0.008318,0.77,5672.0,4.447,-0.6,0.742,0.853,1.684
0.0,23.3924063,3.416,62.3,0.3153,8.1,0.007321,0.84,6222.0,4.4,-0.2,1.12,1.074,0.9496
0.0,4.608901433,8.73393,378548.0,0.386,2624.6,0.590973,48.72,5960.0,4.598,-0.74,0.8402000000000001,0.76,2.72
0.0,3.326193904,2.08375,178470.0,0.001,502.0,0.386166,14.72,3521.0,4.905,-0.2,0.3585,0.35,11.84
0.0,12.823275455,5.32062,121991.0,0.93,2541.7,0.491022,44.29,5973.0,4.562,-0.46,0.907,0.826,2.271
0.0,37.183276326,14.0996,221205.0,0.003,2648.4,0.431208,55.0,5657.0,4.23,-0.22,0.846,1.168,0.7473
0.0,5.065329723,4.90392,155614.0,0.725,5497.0,0.429764,60.35,6350.0,4.233,-0.34,1.03,1.286,0.6818
0.0,0.957079167,3.85011,48673.6,1.135,3062.6,0.45386,72.76,6367.0,4.133,-0.34,1.066,1.468,0.4751
0.0,9.380632783,4.295,65832.8,1.084,1053.1,0.468628,46.72,5926.0,4.519,-0.12,1.004,0.913,1.858
0.0,10.064687893,3.59854,10088.0,1.261,585.4,0.391049,30.11,5185.0,4.571,-0.56,0.673,0.705,2.709
0.0,7.73591011,5.01919,315131.0,0.613,3786.7,0.605584,50.46,5623.0,4.596,-0.4,0.8425499999999999,0.763,2.6865
0.0,3.359470825,2.14715,2707.8,1.281,504.1,0.338588,129.93,6587.0,3.969,-0.62,1.30765,1.984,0.15864
0.0,20.729255112,7.53677,341973.0,0.575,2957.7,0.615142,53.87,5256.0,4.502,-0.26,0.745,0.802,2.036
0.0,3.04459739,7.638,66.1,0.385,18.2,0.007496,0.62,5525.0,4.599,-0.36,0.8327,0.753,2.747
0.0,3.796448299,11.5917,522879.0,0.249,1487.2,0.693192,232.39,8117.0,3.748,-0.42,1.922,3.07,0.09357
0.0,3.79654367,11.4071,70781.0,1.081,283.7,0.475282,159.34,8117.0,3.748,-0.42,1.922,3.07,0.09357
0.0,15.926990634,11.5142,394232.0,1.368,3458.3,1.323478,93.94,5191.0,4.615,-0.84,0.635,0.65,3.251
0.0,1.219049953,1.477,53.5,0.0517,10.1,0.006735,2.48,5742.0,3.521,-0.58,1.378,3.374,0.05055
0.0,0.64585177,1.97644,308504.0,1.138,808.3,1.010664,51.1,4399.0,4.788,-1.56,0.4786,0.463,6.851
0.0,1.70192371,3.0271,49833.0,0.906,351.1,0.291345,40.15,5945.0,4.456,-0.06,1.059,0.986,1.1361
0.0,1.20693963,6.881,20.0,0.701,24.3,0.004374,0.97,7331.0,4.041,0.04,1.668,2.041,0.2764
0.0,3.008602107,4.34296,120272.0,0.948,502.0,0.501167,56.15,6033.0,4.398,-0.26,0.961,1.026,1.252
0.0,41.81145,2.208,302.0,0.0121,5.9,0.015824,1.4,5593.0,4.478,-0.62,0.723,0.812,1.9
0.0,0.846291334,1.79962,190191.0,0.779,1049.3,0.536261,30.8,4627.0,4.721,-1.26,0.53,0.526,5.14
0.0,1.930451347,3.87956,53075.2,1.121,602.3,0.460769,58.77,6144.0,4.399,0.36,1.2437,1.168,1.0825
0.0,2.427967843,4.7847,126975.0,0.954,472.8,0.516428,108.33,7652.0,4.104,0.04,1.707,1.921,0.3391
0.0,6.840305932,4.32742,124933.0,1.094,2025.7,0.626114,62.08,5970.0,4.521,-0.18,0.996,0.908,1.877
0.0,1.032967155,1.17,127.3,0.025,8.3,0.010249,21.22,5283.0,2.352,-0.5,2.948,18.959,0.0006095
0.0,2.489550708,2.84685,29838.9,1.185,443.6,0.425743,36.91,6018.0,4.558,-0.7,0.8497,0.802,2.355
0.0,2.980479588,3.72527,375343.0,0.479,1737.7,0.616794,70.52,6065.0,4.377,-0.3,0.954,1.047,1.17
0.0,4.81712182,2.45699,35756.4,1.233,445.3,0.50044,43.45,5411.0,4.581,-0.1,0.8855,0.795,2.4595
0.0,2.479948394,5.7219,150682.0,0.67,489.6,0.396857,35.62,5391.0,4.539,-0.08,0.854,0.822,2.164
0.0,1.58742695,2.66475,76162.0,0.718,1150.7,0.277757,37.64,6440.0,4.309,-0.12,1.1544,1.248,0.8438
0.0,19.668404822,21.1764,352808.0,0.0,1834.5,0.548107,42.91,5260.0,4.56,-0.58,0.68,0.717,2.599
0.0,0.968065631,1.772,92.5,0.518,14.0,0.009047,0.68,5367.0,4.63,-0.54,0.74865,0.69,3.231
0.0,0.824181335,2.4864,224.7,1.174,40.2,0.188743,18.2,5978.0,4.511,-0.36,0.92815,0.888,1.88
0.0,2.45261841,1.9,85.5,0.3595,8.8,0.008449,0.69,5216.0,4.556,-0.2,0.761,0.778,2.284
0.0,0.706423768,1.0597,46.1,0.71,15.9,0.006706,1.16,6514.0,4.09,-0.34,1.127,1.585,0.3984
0.0,25.9534494,6.001,528.9,0.6188,10.5,0.021938,2.06,5591.0,4.559,0.07,0.977,0.86,2.163
0.0,3.49550335,3.799,60.9,0.0843,9.6,0.007058,0.66,5581.0,4.559,-0.02,0.9417,0.845,2.1775
0.0,25.95193721,15.9897,399167.0,0.51,915.3,0.653253,123.34,6569.0,4.008,-0.5,1.11,1.729,0.3023
0.0,31.024310431,7.63621,96480.3,1.009,4403.8,0.490678,93.29,6011.0,4.313,-0.12,1.04755,1.162,0.6234500000000001
0.0,0.634131057,2.851,27.1,0.0891,11.7,0.004806,0.58,6428.0,4.329,-0.5,1.069,1.23,0.606
0.0,1.992098705,4.03833,69414.0,1.069,1186.0,0.466485,45.85,6024.0,4.523,-0.26,0.985,0.9,1.903
0.0,1.78752921,5.315,62.9,0.064,16.0,0.007309,5.86,6299.0,4.333,-0.42,1.60325,1.195,0.5010245
0.0,1.77555333,14.41,83.5,0.9299,14.1,0.010126,1.26,6594.0,4.376,-0.2,1.3902,1.198,0.58962
0.0,5.462689263,3.2605,4184.6,1.298,82.6,0.373854,36.25,5929.0,4.479,-0.46,0.867,0.888,1.745
0.0,3.58966681,18.534,421.3,1.209,102.3,0.22878,95.86,6573.0,4.253,-0.18,1.4836999999999998,1.359,0.361805
0.0,1.37347867,12.62,289.9,0.9848,27.2,0.022179,4.25,6877.0,4.028,-0.5,1.196,1.753,0.3127
0.0,1.00960235,7.847,31.9,0.992,12.5,0.007366,1.94,6028.0,3.724,-0.62,1.122,2.412,0.1127
0.0,1.060996585,2.6494,41142.0,1.141,339.5,0.441483,64.99,5433.0,4.154,0.22,0.944,1.348,0.5433
0.0,2.735152701,0.1046,283.3,0.955,4.7,0.019633,3.27,6520.0,4.203,-0.04,1.2905,1.48,0.5544
0.0,9.459993213,5.3012,237595.0,0.743,3164.4,0.573221,51.89,5569.0,4.566,-0.08,0.9225,0.829,2.26
0.0,1.208524388,1.8478,4759.6,1.259,181.3,0.34891,26.71,4960.0,4.631,-0.2,0.78,0.7,3.1950000000000003
0.0,3.79187443,3.5521,230736.0,0.798,1111.9,0.601527,47.49,5623.0,4.612,-0.58,0.796,0.727,2.9395
0.0,17.844323157,5.07999,222364.0,0.757,4456.6,0.559159,90.67,5993.0,4.114,-0.1,1.046,1.485,0.4494
0.0,34.6506368,10.287,502.5,0.973,21.6,0.027019,12.35,6680.0,4.291,-0.18,1.5517,1.313,0.40308
0.0,12.643303542,5.48853,236718.0,0.739,2907.6,0.569347,34.94,3979.0,4.698,-0.1,0.5725,0.562,4.5485
0.0,1.36293943,10.32,54.4,1.13,15.8,0.136014,31.28,6831.0,3.971,-0.08,1.511,2.106,0.2277
0.0,185.103836,4.19,581.4,0.019,10.9,0.021516,14.63,4992.0,2.921,-0.42,1.179,6.226,0.006883
0.0,1.267693801,3.57993,333641.0,0.589,713.8,0.617872,64.84,5446.0,4.388,-0.08,0.825,0.961,1.309
0.0,7.002865192,5.90232,349695.0,0.358,8168.6,0.565488,75.09,6814.0,4.319,-0.2,1.25795,1.313,0.87895
0.0,0.85450941,3.723,13.7,0.4204,9.0,0.003442,0.35,5922.0,4.454,-0.4,0.881,0.921,1.588
0.0,30.130130001,13.4919,280751.0,0.631,2583.7,0.569395,83.75,6684.0,4.286,-0.12,1.2787000000000002,1.347,0.71875
0.0,7.0435762,15.76,421.1,0.537,23.0,0.021076,2.39,6183.0,4.099,-0.16,1.091,1.544,0.4177
0.0,9.12208711,4.62417,58790.4,1.104,1599.1,0.464111,52.66,5953.0,4.299,-0.14,0.981,1.162,1.05545
0.0,366.71923,9.8,246.4,0.592,9.8,0.014984,3.35,6295.0,4.207,-0.18,1.1582,1.412,0.43565
0.0,6.373454978,3.9377,6084.6,1.284,258.1,0.376799,51.6,5953.0,4.161,-0.58,0.831,1.254,0.593
0.0,1.075577069,4.11779,140584.0,0.886,1589.6,0.49952,69.11,6011.0,4.217,-0.24,0.966,1.267,0.6689
0.0,0.811390968,1.0114,139.9,0.345,19.2,0.010813,14.74,4984.0,2.682,-0.2,1.897,12.487,0.0025765
0.0,14.6494599,2.883,221.0,0.175,7.4,0.013335,1.0,5017.0,4.585,-0.48,0.663,0.688,2.875
0.0,321.00742,13.01,307.1,0.6639,11.1,0.016903,3.7,5258.0,3.771,-0.5,0.864,2.004,0.1511
0.0,27.81892382,8.3777,238224.0,0.606,156.8,0.500443,50.0,6126.0,4.513,-0.32,0.994,0.915,1.83
0.0,8.467706136,4.05376,77323.6,1.054,976.0,0.477765,43.98,5873.0,4.554,-0.28,0.9297,0.843,2.187
0.0,24.70361995,6.9719,217538.0,0.206,268.7,0.424455,30.13,5040.0,4.653,-0.46,0.7135,0.658,3.5945
0.0,5.1348689,48.69,115.8,1.137,36.1,0.147908,16.17,5515.0,4.357,-0.12,0.831,1.001,1.166
0.0,5.251918489,5.59653,296478.0,0.317,6979.7,0.513326,51.51,6099.0,4.511,-0.28,1.0,0.919,1.814
0.0,3.62944008,5.94104,130083.0,0.253,5131.4,0.335823,40.08,6284.0,4.355,-0.36,0.986,1.093,1.062
0.0,43.263305017,10.0915,359086.0,0.555,2415.6,0.626615,62.75,5623.0,4.4,-0.42,0.77,0.917,1.408
0.0,6.042029838,8.0666,132864.0,0.689,312.5,0.373543,23.94,5030.0,4.67,-1.14,0.587,0.587,4.098
0.0,2.892087553,3.16757,71631.0,1.062,563.9,0.471271,47.55,5622.0,4.443,-0.16,0.864,0.924,1.544
0.0,5.40597608,2.79,461.0,0.013,23.5,0.018956,31.78,4840.0,2.56,-0.08,2.5940000000000003,13.854,0.001336
0.0,0.510804497,2.539,42.7,0.81,15.4,0.006638,1.58,6596.0,3.913,-0.26,1.415,2.176,0.1935
0.0,0.645850521,1.2082,54.9,0.476,16.8,0.006914,0.69,5381.0,4.426,-0.1,0.806,0.911,1.503
0.0,18.84497113,4.9442,4143.4,0.895,79.8,0.070473,5.35,5220.0,4.578,-0.64,0.665,0.695,2.797
0.0,14.759477667,9.7746,357470.0,0.56,3813.5,0.630297,76.06,6523.0,4.405,-0.26,1.12605,1.105,1.186
0.0,10.476258265,7.77203,120206.0,0.318,8251.5,0.322717,54.13,6109.0,4.276,-0.14,1.0506,1.24,0.6214999999999999
0.0,1.588298157,4.37027,165034.0,0.855,1071.6,0.524793,120.0,7742.0,4.024,-0.16,1.687,2.094,0.259
0.0,1.58826263,2.655,78.9,0.021,8.5,0.00794,0.47,3934.0,4.719,-0.1,0.5645,0.544,4.9345
0.0,3.909314318,5.36124,97123.4,0.776,1587.6,0.340794,42.54,6425.0,4.341,-0.3,1.04,1.143,0.9813
0.0,1.38385822,1.0,421.1,0.537,23.0,0.021076,2.39,11269.0,3.639,0.21,3.504,4.699,0.04757
0.0,0.79708975,3.301,19.3,0.53,9.8,0.004151,0.54,6056.0,4.271,-0.24,0.975,1.196,0.8027
0.0,8.5412411,3.654,298.8,0.793,10.7,0.017495,1.4,5610.0,4.607,-0.48,0.82205,0.742,2.8985000000000003
0.0,1.013922622,1.6393,34957.0,1.178,79.8,0.452671,31.98,5110.0,4.618,-0.78,0.632,0.647,3.292
0.0,17.918743061,4.36387,118355.0,0.252,4696.8,0.319873,56.94,5870.0,3.903,-1.1,0.775,1.63,0.2519
0.0,2.287515702,10.0879,358575.0,0.346,3017.9,0.571184,86.76,6773.0,4.306,0.21,1.4335,1.391,0.7323999999999999
0.0,659.2907,22.106,338.1,0.982,27.0,0.023224,4.66,6923.0,4.049,-0.2,1.4415,1.92,0.30745
0.0,24.847087207,7.28274,317670.0,0.52,6707.7,0.561719,52.38,5644.0,4.55,-0.06,0.941,0.854,2.0835
0.0,0.85574731,2.01,421.1,0.537,23.0,0.021076,2.39,6054.0,4.36,-0.24,0.9705,1.103,1.062
0.0,20.867855659,5.73122,82601.4,1.045,2768.6,0.482449,53.53,6095.0,4.378,-0.48,0.9,1.016,1.207
0.0,3.401949837,16.5797,2477.0,0.958,304.0,0.060438,14.32,7082.0,4.134,-0.48,1.30615,1.667,0.3167999999999999
0.0,2.252822538,3.41062,269847.0,0.621,1575.9,0.554622,57.6,6116.0,4.431,-0.56,0.888,0.951,1.456
0.0,2.25284817,3.069,60.0,1.043,8.8,0.051553,8.61,6929.0,4.23,-0.14,1.37445,1.501,0.5565
0.0,5.39525573,7.8377,104242.0,1.0,175.7,0.498842,152.74,7216.0,3.768,-0.12,1.682,2.804,0.1075
0.0,0.939740093,3.682,106.5,0.5488,14.3,0.00954,34.87,4297.0,1.656,-0.2,1.57345,33.474,7.734500000000001e-05
0.0,265.299451,4.563,4946.0,0.88,34.3,0.075359,7.1,5870.0,4.545,-0.2,0.9565,0.867,2.0835
0.0,265.310499,4.013,1530.0,0.913,11.6,0.043088,4.69,6108.0,4.471,-0.08,1.072,0.997,1.525
0.0,35.4261827,4.393,317.6,1.004,7.1,0.039437,153.72,4289.0,1.603,-0.26,1.863,35.695,5.769e-05
0.0,8.460438928,4.73492,76412.9,1.061,1797.4,0.47764,36.62,5951.0,4.637,-1.02,0.7901,0.704,3.201
0.0,4.318726936,2.67349,59429.0,0.867,394.4,0.297295,29.74,5896.0,4.518,-0.08,1.008,0.916,1.849
0.0,3.22598684,1.67,421.1,0.537,23.0,0.021076,2.39,6475.0,4.233,-0.2,1.3735,1.399,0.3816
0.0,76.45315813,5.1822,9662.2,1.26,151.8,0.388134,22.89,4831.0,4.713,-1.4,0.548,0.54,4.911
0.0,7.698431197,5.43677,42548.8,1.149,942.6,0.446583,42.72,5778.0,4.503,-0.24,0.9026,0.881,1.874
0.0,0.504296702,1.4145,5995.4,1.2942,231.8,0.388885,50.41,6140.0,4.243,-0.52,0.899,1.187,0.7566
0.0,5.194256813,7.25775,38851.4,0.378,2390.4,0.183373,41.77,6385.0,3.79,-0.2,1.076,2.086,0.173
0.0,61.42252657,3.76585,337545.0,0.574,850.4,0.612716,41.01,4867.0,4.687,-0.56,0.6642,0.613,4.075
0.0,9.761172507,11.4007,205866.0,0.343,3150.9,0.427376,95.58,6468.0,3.893,-0.4,1.196,2.048,0.1962
0.0,1.36513839,1.86,421.1,0.537,23.0,0.021076,2.39,6520.0,4.203,-0.04,1.2905,1.48,0.5544
0.0,1.061008464,2.8029,408767.0,0.477,997.7,0.657162,32.58,4239.0,4.793,-1.32,0.4651,0.454,7.0545
0.0,1.36840167,4.58,421.1,0.537,23.0,0.021076,2.39,8939.0,3.92,0.07,2.333,2.773,0.1541
0.0,5.8957069,56.84,129.7,1.3087,24.1,0.317724,32.41,5956.0,4.504,-0.1,1.017,0.934,1.759
0.0,1.67473779,5.67,421.1,0.537,23.0,0.021076,2.39,7384.0,3.845,-0.14,1.788,2.646,0.136
0.0,1.039370613,1.0713,743.6,0.976,182.9,0.036768,12.6,6443.0,4.132,-0.34,1.2811,1.604,0.28015
0.0,2.31169425,8.689,38.4,0.628,16.0,0.006,1.76,9451.0,3.97,0.07,2.441,2.679,0.1789
0.0,2.072177815,4.54864,293717.0,0.641,590.7,0.593703,46.55,5519.0,4.621,-0.5,0.7965,0.718,3.043
0.0,3.34328534,27.29,166.8,1.21,79.5,0.221012,64.0,6541.0,4.045,-0.22,1.3692,1.841,0.2361499999999999
0.0,0.905678252,1.249,70.4,0.357,11.1,0.007834,0.78,6075.0,4.501,-0.36,0.957,0.909,1.793
0.0,0.905672916,1.0,110.4,0.033,12.1,0.009434,0.76,4949.0,4.552,-0.18,0.715,0.741,2.472
0.0,0.790046373,4.9939,149304.0,0.65,174.5,0.388484,56.93,6776.0,4.3125,0.07,1.37,1.3535,0.77905
0.0,1.804591904,3.85009,137295.0,0.879,1666.6,0.488817,80.87,6282.0,4.332,-0.2,1.1204999999999998,1.193,0.7485999999999999
0.0,1.14073528,2.394,13.5,0.768,7.8,0.003675,0.68,8847.0,4.2,-0.5,1.643,1.685,0.4837
0.0,3.31976683,4.523,48.0,0.713,8.5,0.006797,0.7,6100.0,4.438,-0.56,0.883,0.94,1.498
0.0,0.52880817,2.2865,57.7,0.432,38.8,0.007109,1.84,6218.0,4.135,-0.12,1.2231,1.505,0.3057499999999999
0.0,0.700606479,0.993,23.5,0.37,9.0,0.004549,1.22,6273.0,4.23,-0.12,1.2280000000000002,1.327,0.3937
0.0,9.469191607,9.55999,63501.9,0.627,4419.3,0.245783,49.17,9453.0,4.244,0.07,2.144,1.831,0.4916
0.0,15.53753378,5.8262,209006.0,0.425,2807.8,0.431542,40.9,5704.0,4.476,-0.38,0.822,0.868,1.77
0.0,2.172042913,8.0331,154381.0,0.881,583.6,0.519997,100.79,7485.0,3.887,-0.2,1.5455,2.441,0.263
0.0,6.35216475,3.251,185.7,0.196,10.9,0.012142,18.1,4939.0,2.462,-0.24,1.877,13.654,0.001135
0.0,0.705174384,1.11196,375227.0,13.5485,222.8,13.434557,366.76,3354.0,5.031,-0.1,0.2445,0.25,22.130000000000003
0.0,38.058140058,8.82403,308873.0,0.63,3602.0,0.607287,94.1,6894.0,4.191,-0.2,1.333,1.537,0.5859000000000001
0.0,4.800232532,3.57105,277001.0,0.669,893.6,0.589555,48.67,5591.0,4.59,-0.44,0.813,0.756,2.667
0.0,1.74336627,10.405,451.0,1.855,20.8,0.870432,140.49,6640.0,4.208,-0.08,1.4272,1.478,0.3618
0.0,1.507100589,5.8097,497657.0,0.336,711.8,0.687126,131.16,6920.0,4.1035,-0.16,1.4032,1.738,0.3767
0.0,0.758355704,4.4135,9568.3,0.846,153.3,0.102661,8.78,5649.0,4.573,-0.3,0.8714999999999999,0.797,2.4905
0.0,0.77258608,2.7,421.1,0.537,23.0,0.021076,2.39,3806.0,4.716,0.0,0.543,0.531,4.978
